,PROPERTY_ID,PROPERTY_NAME,PROPERTY_ADDRESS,PROPERTY_CITY,COUNTY_NAME,PROPERTY_STATE,PROPERTY_ZIPCODE,PROPERTY_LATITUDE,PROPERTY_LONGITUDE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_STATUS,PROPERTY_STUDENTHOUSING,PROPERTY_AFFORDABLEHOUSING,PROPERTY_MILITARYHOUSING,PROPERTY_AGERESTRICTED,PROPERTY_FRACTUREDCONDO,PROPERTY_ADAPTIVEREUSE,PROPERTY_SINGLEFAMILYRENTAL,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,PROPERTY_MIXEDUSE,PROPERTY_MIXEDUSE_NOTES,Impr_Rating,Loc_Rating,Property_Overall_Rating,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Fractured_Condo,Adaptive_Reuse,Single_Family_Rental,Mixed_Use,sqft_mixed_use
10,15_1141000,La Primera 867,867 SW 1st Street,Miami,Miami-Dade,FL,33130,25.77289349,-80.20908435,54,0,,C+,Prospective,,,,,,,,,,FALSE,,,Workforce,,,,,,,,,0,0
11,15_1154055,Soko Miami,NW 24th Avenue & NW 36th Street,Miami,Miami-Dade,FL,33142,25.80921,-80.236146,60,0,,C,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
12,15_1160,Blue Lake,5275 NW 7th Street,Miami,Miami-Dade,FL,33126,25.7790997,-80.2818273,52,41600,C,C+,Completed,N,N,N,N,,,,100,1313,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
13,15_1177469,Old Dixie Highway,22600 Old Dixie Hwy,Miami,Miami-Dade,FL,33170,25.5570174,-80.3920796,68,0,,C,Prospective,,,N,,,,,,,,,,Workforce,,,,0,,,,,,0
14,15_1179826,Leisure City,27975 South Dixie Hwy,Homestead,Miami-Dade,FL,33032,25.507349,-80.437801,74,0,,C+,Prospective,,,N,,,,,,,TRUE,"Includes 19,801 Square Feet of Retail",,Workforce,,,,0,,,,,1,19801
15,15_1179829,Leisure City Phase II,27975 South Dixie Hwy,Homestead,Miami-Dade,FL,33032,25.506995,-80.437378,74,0,,C+,Prospective,,,N,,,,,,,FALSE,,,Workforce,,,,0,,,,,0,0
16,15_1188936,Lincoln Gardens Phase II,4771 NW 24th Court,Miami,Miami-Dade,FL,33142,25.817595,-80.237374,77,0,,C-,Prospective,,A,,A,,,,,,,,,Workforce,,,1,,1,,,,,0
17,15_1202301,Providence,13300 Alexandria Drive,Opa-locka,Miami-Dade,FL,33054,25.894868,-80.255493,72,50900,C,C,Completed,N,N,N,N,,,,90.3,1482,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
18,15_1203,Prestige Place,14050 NE 6th Avenue,North Miami,Miami-Dade,FL,33161,25.9046575,-80.1876373,56,47794,C+,C-,Completed,N,N,N,N,,,,92.9,1355,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
19,15_1210,Venice at Crystal Lakes Condos,3520 NE 5th Street,Homestead,Miami-Dade,FL,33035,25.475265,-80.424437,70,69777,A,B-,Completed,N,N,N,N,P,,,100,1685,FALSE,,Discretionary,Low Mid-Range,,0,0,0,0,1,,,0,0
20,15_1211,Villa Aurora,1398 SW 1st Street,Miami,Miami-Dade,FL,33135,25.7721686,-80.2175785,76,62500,B,C+,Completed,N,A,N,N,,,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,,,0,0
21,15_1218,Waterview,1720 South Glades Drive,North Miami Beach,Miami-Dade,FL,33162,25.927809,-80.165436,68,49980,C,C,Completed,N,N,N,N,,,,100,1471,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
22,15_1220,Rivermont House,789 NW 13th Avenue,Miami,Miami-Dade,FL,33125,25.78153,-80.2159663,76,49400,C,C+,Completed,N,A,N,N,,,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,,,0,0
23,15_1272395,9400 Richmond Drive,9400 Richmond Drive,Palmetto Bay,Miami-Dade,FL,33157,25.61364512,-80.34546125,50,0,,C,Prospective,N,,N,,,,,,,,,,Workforce,,0,,0,,,,,,0
24,15_1285623,Russ Allen Redevelopment,1550 West 44th Place,Hialeah,Miami-Dade,FL,33012,25.861543,-80.313273,74,0,,C+,Prospective,N,A,N,,,,,,,,,,Workforce,,0,1,0,,,,,,0
25,15_1309,Sunside,315 West 20th Street,Hialeah,Miami-Dade,FL,33010,25.839976,-80.288338,78,45840,C,C,Completed,N,N,N,N,,,,100,1281,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
26,15_1315016,11700 E Golf Drive Townhomes,11700 East Golf Drive,Miami,Miami-Dade,FL,33167,25.88007755,-80.2360261,75,0,,C,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
27,15_132,Manhattan,560 NW 7th Street,Miami,Miami-Dade,FL,33136,25.7802132,-80.2042654,54,34305,C-,C,Completed,N,N,N,N,,,,100,978,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
28,15_1329079,Johnson & Wales,1700 NE 133rd Street,North Miami,Miami-Dade,FL,33181,25.89786551,-80.16436227,74,0,,C,Prospective,,,,,,,,,,FALSE,,,Workforce,,,,,,,,,0,0
29,15_1329180,Zoar One,9427 NW 27th Avenue,Miami,Miami-Dade,FL,33147,25.85989174,-80.24188346,57,0,,C,Prospective,,,,,,,,,,FALSE,,,Workforce,,,,,,,,,0,0
30,15_1329184,19218 W Dixie Hwy,19218 West Dixie Hwy,Miami,Miami-Dade,FL,33180,25.95359974,-80.14926726,67,0,,A-,Prospective,,,,,,,,,,FALSE,,,High Mid-Range,,,,,,,,,0,0
31,15_1329209,"Villages at Miami Gardens, The",3400 NW 191st Street,Miami Gardens,Miami-Dade,FL,33056,25.94714,-80.258065,50,63600,B,B-,Completed,N,N,N,N,,,,,2506,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
32,15_1329301,Eureka Estates,18200 SW 108th Avenue,Miami,Miami-Dade,FL,33157,25.599938,-80.367181,56,0,,B-,Prospective,N,A,N,,,,,,,FALSE,,,Low Mid-Range,,0,1,0,,,,,0,0
33,15_1345633,710 Edge,710 NE 29th Street,Miami,Miami-Dade,FL,33137,25.80416986,-80.18554347,70,0,,B+,Prospective,N,N,N,N,,,,,,TRUE,"Includes 16,489 Square Feet of Retail",,High Mid-Range,,0,0,0,0,,,,1,16489
34,15_1348842,Quo Townhouses,12891 SW 248th Street,Homestead,Miami-Dade,FL,33032,25.536901,-80.400151,71,0,,C+,Prospective,N,,N,,,,,,,,,,Workforce,,0,,0,,,,,,0
35,15_1357530,3311 NW 189th Street,3311 NW 189th Street,Miami Gardens,Miami-Dade,FL,33056,25.946936,-80.256041,73,0,,B-,Prospective,N,,N,,,,,,,,,,Low Mid-Range,,0,,0,,,,,,0
36,15_1358370,Northwest 27th Avenue and Northwest 54th Street,NW 27th Avenue & NW 54th Street,Brownsville,Miami-Dade,FL,33142,25.823473,-80.241349,75,0,,C-,Prospective,N,,N,N,,,,,,TRUE,"Includes 29,693 Square Feet of Retail",,Workforce,,0,,0,0,,,,1,29693
37,15_1358375,Bali,1904 NE 167th Street,North Miami Beach,Miami-Dade,FL,33162,25.929326,-80.161286,58,,,C,Prospective,N,,N,,,,,,,,,,Workforce,,0,,0,,,,,,0
38,15_1385,Fairway,75 Fairway Drive,Miami Springs,Miami-Dade,FL,33166,25.808931,-80.2818273,62,40730,C,C,Completed,N,N,N,N,,FALSE,,100,1227,FALSE,,Workforce,Workforce,,0,0,0,0,,0,,0,0
39,15_1386,Garcia,2150 NW 9th Street,Miami,Miami-Dade,FL,33125,25.7813247,-80.2308897,61,35867,C,C+,Completed,N,N,N,N,,,,100,1451,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
40,15_1387,Georgia Ayers,13280 Port Said Road,Opa-locka,Miami-Dade,FL,33054,25.89507,-80.253533,72,70524,B,C,Completed,N,A,N,N,,FALSE,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,0,,0,0
41,15_1390,Parkview Gardens,1475 NW 61st Street,Miami,Miami-Dade,FL,33142,25.83128,-80.22242,60,55200,B-,C,Completed,N,A,N,N,,FALSE,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,0,,0,0
42,15_1403,"Oaks, The",8440 SW 107th Avenue,Miami,Miami-Dade,FL,33173,25.6897517,-80.3667784,53,34144,C-,C+,Completed,N,N,N,N,,,,100,1008,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
43,15_1404,Casa Grande II,4350 NW 10th Street,Miami,Miami-Dade,FL,33126,25.7814701,-80.2665373,56,32432,C,C+,Completed,N,N,N,N,,,,,1037,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
44,15_1408,Lion King,1500 NE 125th Terrace,North Miami,Miami-Dade,FL,33161,25.8913487,-80.1681066,53,37086,C,C+,Completed,N,N,N,N,,,,98.1,1392,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
45,15_1410,Opa Locka,2281 NW 135th Street,Miami,Miami-Dade,FL,33167,25.8977618,-80.2369185,52,44042,C+,C,Completed,N,N,N,N,,,,100,1120,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
46,15_1412,Brentwood,1660 NE 150th Street,Miami,Miami-Dade,FL,33181,25.9133559,-80.165962,55,43696,C,C,Completed,N,N,N,N,,,,98.2,1396,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
47,15_1413,Bayview,3800 NE 168th Street,North Miami Beach,Miami-Dade,FL,33160,25.9345597,-80.1340044,60,44640,C+,B+,Completed,N,N,N,N,,,,96.7,1758,FALSE,,Workforce,High Mid-Range,,0,0,0,0,,,,0,0
48,15_1420,Silverado,10421 NW 17th Avenue,Miami,Miami-Dade,FL,33147,25.8699295,-80.2258138,60,61500,C+,C,Completed,N,N,N,N,,,,90,1422,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
49,15_1427,2201 Enterprise,2201 NW 23rd Street,Miami,Miami-Dade,FL,33142,25.7985157,-80.2319298,50,32104,C,C,Completed,N,N,N,N,,,,100,950,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
50,15_1429,Martha's on 24th Avenue,5460 West 24th Avenue,Hialeah,Miami-Dade,FL,33016,25.8722848,-80.3315259,78,60600,C,C,Completed,N,N,N,N,,,,100,1304,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
51,15_1430,Curbelo & Sons,6151 West 24th Avenue,Hialeah,Miami-Dade,FL,33016,25.8783927,-80.330656,52,33420,C,C+,Completed,N,N,N,N,,,,100,1156,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
52,15_1431,Hilton Estates,6365 West 24th Avenue,Hialeah,Miami-Dade,FL,33016,25.8802871,-80.3312497,66,55902,C+,C+,Completed,N,N,N,N,,,,100,1620,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
53,15_1432,Legacy Amanda Palms,6445 West 24th Avenue,Hialeah,Miami-Dade,FL,33016,25.8810163,-80.3311373,66,55902,C,C+,Completed,N,N,N,N,,,,100,1206,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
54,15_1433,Nikis,6515 West 24th Avenue,Hialeah,Miami-Dade,FL,33016,25.8818635,-80.3309111,53,42497,B-,C+,Completed,N,N,N,N,,,,100,1479,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,,,0,0
55,15_1434,Kulodex,416 East 27th Street,Hialeah,Miami-Dade,FL,33013,25.8464236,-80.2740329,54,31578,C,C,Completed,N,N,N,N,,,,96.3,924,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
56,15_1435,Apartamentos Madrid,900 SW 27th Avenue,Miami,Miami-Dade,FL,33135,25.764235,-80.239581,66,36300,C,C+,Completed,N,N,N,N,,,,100,816,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
57,15_1436,Northview Terrace,13605 NE 3rd Court,North Miami,Miami-Dade,FL,33161,25.9004369,-80.1914731,57,54201,C+,C,Completed,N,N,N,N,,,,100,1311,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
58,15_1437,T & S Building,850 East 40th Street,Hialeah,Miami-Dade,FL,33013,25.8592867,-80.2652353,62,48934,C,C,Completed,N,N,N,N,,,,98.4,1191,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
59,15_1439,Flamingo,1650 West 44th Place,Hialeah,Miami-Dade,FL,33012,25.86193,-80.316722,54,50490,C+,C+,Completed,N,N,N,N,,,,96.3,1269,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
60,15_1440,Athena,6775 SW 44th Street,Miami,Miami-Dade,FL,33155,25.73038,-80.304484,60,38400,C,B-,Completed,N,N,N,N,,,,100,1206,FALSE,,Workforce,Low Mid-Range,,0,0,0,0,,,,0,0
61,15_1441,West Dade,1077 NW 45th Avenue,Miami,Miami-Dade,FL,33126,25.7825666,-80.2694475,74,37740,C-,C+,Completed,N,A,N,N,,,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,,,0,0
62,15_1442,1350 West 46th Street,1350 West 46th Street,Hialeah,Miami-Dade,FL,33012,25.863598,-80.310468,74,71999,C+,C+,Completed,N,N,N,N,,,,98.6,1153,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
63,15_1445,Coral Grove,1200 SW 3rd Street,Homestead,Miami-Dade,FL,33030,25.466537,-80.49209,73,40898,C,C-,Completed,N,N,N,N,,FALSE,,97.3,805,FALSE,,Workforce,Workforce,,0,0,0,0,,0,,0,0
64,15_1446,1971 SW 4th,1971 SW 4th Street,Miami,Miami-Dade,FL,33135,25.769329,-80.2276683,59,60800,C,C+,Completed,N,N,N,N,,,,100,1274,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
65,15_1447,Prestige Cornerstone,12300 NE 4th Avenue,North Miami,Miami-Dade,FL,33161,25.8887806,-80.1908629,66,81108,C+,C-,Completed,N,N,N,N,,,,95.5,1723,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
66,15_1448,Westland,1355 West 53rd Street,Hialeah,Miami-Dade,FL,33012,25.8703475,-80.3108213,60,33000,C,C,Completed,N,N,N,N,,,,96.7,1371,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
67,15_1450,Red Road,501 NW 57th Avenue,Miami,Miami-Dade,FL,33126,25.7766423,-80.2874876,54,29484,C,B-,Completed,N,N,N,N,,,,100,1236,FALSE,,Workforce,Low Mid-Range,,0,0,0,0,,,,0,0
68,15_1453,2201 West 64th Street,2201 West 64th Street,Hialeah,Miami-Dade,FL,33016,25.881275,-80.327634,78,51334,C+,C+,Completed,N,N,N,N,,,,100,1091,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
69,15_1456,Saxo,1746 Meridian Avenue,Miami Beach,Miami-Dade,FL,33139,25.7929938,-80.1369595,58,33215,C,A,Completed,N,N,N,N,,,,94.8,1834,FALSE,,Workforce,Discretionary,,0,0,0,0,,,,0,0
70,15_1459,1360 Building,1360 Sharazad Blvd,Opa-locka,Miami-Dade,FL,33054,25.904776,-80.244967,64,41600,C,C,Completed,N,N,N,N,,,,,1005,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
71,15_1461,Arena Square IV,1217 NW 2nd Avenue,Miami,Miami-Dade,FL,33136,25.7863113,-80.1983816,62,41396,C,C,Completed,N,A,N,N,,FALSE,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,0,,0,0
72,15_1463,Arena Square VI,222 NW 22nd Street,Miami,Miami-Dade,FL,33136,25.7974615,-80.1995584,63,39651,C,C,Completed,N,A,N,N,,FALSE,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,0,,0,0
73,15_1464,Arena Square VII,301 NW 22nd Street,Miami,Miami-Dade,FL,33136,25.79791,-80.2007787,77,53497,C,C,Completed,N,A,N,N,,FALSE,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,0,,0,0
74,15_1465,Arena Square VIII,2191 NW 3rd Avenue,Miami,Miami-Dade,FL,33136,25.7974482,-80.2000378,66,41765,C,C,Completed,N,A,N,N,,FALSE,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,0,,0,0
75,15_1466,Arena Square IX,240 NW 21st Street,Miami,Miami-Dade,FL,33136,25.7964329,-80.1999071,77,45713,C,C,Completed,N,A,N,N,,FALSE,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,0,,0,0
76,15_1471,Park Lake,1045 West 76th Street,Hialeah,Miami-Dade,FL,33014,25.8920586,-80.3048317,76,44864,C,C,Completed,N,N,N,N,,,,100,1383,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
77,15_1478,Esquire,1840 NE 186th Street,North Miami Beach,Miami-Dade,FL,33179,25.9468971,-80.1647057,69,53940,C,A-,Completed,N,N,N,N,,,,100,1472,FALSE,,Workforce,High Mid-Range,,0,0,0,0,,,,0,0
78,15_1479,Raul Martinez Pavilion,6325 West 24th Avenue,Hialeah,Miami-Dade,FL,33016,25.8799924,-80.3304099,60,63720,C+,C+,Completed,N,A,N,N,,,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,,,0,0
79,15_1481,Bright Villas,5215 West 25th Avenue,Hialeah,Miami-Dade,FL,33016,25.870406,-80.334198,50,50600,C+,C+,Completed,N,A,N,N,,,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,,,0,0
80,15_1482,Dale G. Bennett Villas,2860 West 71st Street,Hialeah,Miami-Dade,FL,33016,25.887387,-80.340978,50,50600,C+,C+,Completed,N,A,N,N,,,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,,,0,0
81,15_1488,Notre Dame,5725 NW 2nd Avenue,Miami,Miami-Dade,FL,33127,25.8283797,-80.1998417,64,45470,B-,C,Completed,N,A,N,N,,,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,,,0,0
82,15_149,Continental Springs,801 South Royal Poinciana Blvd,Miami Springs,Miami-Dade,FL,33166,25.81108,-80.26611,55,44060,C,C+,Completed,N,N,N,N,,,,100,1185,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
83,15_1501,Gold King,13285 NE 6th Avenue,North Miami,Miami-Dade,FL,33161,25.8974624,-80.1864083,79,97655,C+,C,Completed,N,N,N,N,,,,100,1353,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
84,15_1512,Casa Bonita Continental,390 NE 125th Street,North Miami,Miami-Dade,FL,33161,25.8896524,-80.1909065,54,59753,C+,C-,Completed,N,A,N,N,,,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,,,0,0
85,15_1517,Prestige Vista,400 NE 137th Street,North Miami,Miami-Dade,FL,33161,25.900835,-80.1906014,59,57562,C,C,Completed,N,N,N,N,,,,91.5,1560,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
86,15_1519,Sunset on the Lake,7805 SW 152nd Avenue,Miami,Miami-Dade,FL,33193,25.6935613,-80.4375229,60,41820,C+,C,Completed,N,N,N,N,,,,98.3,1170,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
87,15_1520,Grand Island Place,1495 NE 167th Street,Miami,Miami-Dade,FL,33162,25.92983,-80.170745,60,62080,C+,C,Completed,N,N,N,N,,,,98.3,1323,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
88,15_1522,Garden View Villas,7113 NW 174th Terrace,Hialeah,Miami-Dade,FL,33015,25.932376,-80.31756,76,52612,C+,C+,Completed,N,N,N,N,,,,100,1542,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
89,15_1524,Del Rio,125 SW 18th Court,Miami,Miami-Dade,FL,33135,25.7710617,-80.2259227,54,23220,C-,C+,Completed,N,N,N,N,,,,98.1,1176,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
90,15_1525,Westbrook Gardens,9755 SW 24th Street,Miami,Miami-Dade,FL,33165,25.747984,-80.352773,70,35015,C+,B-,Completed,N,N,N,N,,,,95.7,1356,FALSE,,Workforce,Low Mid-Range,,0,0,0,0,,,,0,0
91,15_1531,Sunny Plaza,14425 NE 6th Avenue,North Miami,Miami-Dade,FL,33161,25.9080852,-80.1869398,51,33888,C,C,Completed,N,N,N,N,,,,88.2,1229,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
92,15_1532,Biscayne Gardens,15390 NE 6th Avenue,Miami,Miami-Dade,FL,33162,25.9161671,-80.1881168,60,60333,C+,C+,Completed,N,N,N,N,,,,98.3,1475,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
93,15_1540,Inter - Federal,4585 NW 9th Street,Miami,Miami-Dade,FL,33126,25.781663,-80.270532,64,34560,C,C+,Completed,N,N,N,N,,,,93.8,1119,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
94,15_1541,Pierre on the Bay,2070 Bay Drive,Miami Beach,Miami-Dade,FL,33141,25.8506125,-80.1432395,70,41200,C-,B-,Completed,N,N,N,N,,FALSE,,97.1,1239,FALSE,,Workforce,Low Mid-Range,,0,0,0,0,,0,,0,0
95,15_1542,Casa Luna,10300 Bird Road,Miami,Miami-Dade,FL,33165,25.732007,-80.362196,56,32868,C,B-,Completed,N,N,N,N,,,,100,1198,FALSE,,Workforce,Low Mid-Range,,0,0,0,0,,,,0,0
96,15_1546,AnNell,700 Euclid Avenue,Miami Beach,Miami-Dade,FL,33139,25.7773531,-80.1354874,54,33740,C,B+,Completed,N,N,N,N,,TRUE,,100,1666,FALSE,,Workforce,High Mid-Range,,0,0,0,0,,1,,0,0
97,15_1549,River House,709 South Royal Poinciana Blvd,Miami Springs,Miami-Dade,FL,33166,25.8119838,-80.267,77,56940,C+,C+,Completed,N,N,N,N,,,,97.4,1185,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
98,15_1550,Virginia Gardens,2890 Virginia Street,Miami,Miami-Dade,FL,33133,25.737949,-80.2423,66,41070,C,A,Completed,N,N,N,N,,,,98.5,1474,FALSE,,Workforce,Discretionary,,0,0,0,0,,,,0,0
99,15_1595,Vista 12,420 SW 12th Avenue,Miami,Miami-Dade,FL,33130,25.7693706,-80.2147898,72,70650,A-,C+,Completed,N,P,N,N,,,,100,1784,FALSE,,High Mid-Range,Workforce,,0,1,0,0,,,,0,0
100,15_1625,Superior Manor Phase II,5155 NW 24th Avenue,Miami,Miami-Dade,FL,33142,25.821764,-80.23562,76,0,,C-,Prospective,N,A,N,N,,FALSE,,,,FALSE,,,Workforce,,0,1,0,0,,0,,0,0
101,15_1626,Gateway,155 NW 14th Street,Homestead,Miami-Dade,FL,33034,25.45962,-80.48046,57,37092,C-,C,Completed,N,N,N,N,,,,100,619,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
102,15_1637,Camelot,6720 West 2nd Court,Hialeah,Miami-Dade,FL,33012,25.88345,-80.29018,50,56042,C+,C+,Completed,N,N,N,N,,,,96,1257,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
103,15_1638,Vista Del Rio,624 SW 1st Street,Miami,Miami-Dade,FL,33130,25.77262,-80.20513,60,41560,B,C-,Completed,N,N,N,N,,,,98.3,1716,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,,,0,0
104,15_1642,Barcelona,1260 SW 6th Street,Miami,Miami-Dade,FL,33135,25.76764,-80.21553,71,33750,C-,C+,Completed,N,N,N,N,,FALSE,,98.6,1006,FALSE,,Workforce,Workforce,,0,0,0,0,,0,,0,0
105,15_1654,Holly House,11950 NE 2nd Avenue,Miami,Miami-Dade,FL,33161,25.884838,-80.194926,57,44150,C,C-,Completed,N,N,N,N,,,,,1850,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
106,15_1655,1085 West 76th Street,1085 West 76th Street,Opa-locka,Miami-Dade,FL,33014,25.892042,-80.305617,76,38800,C-,C,Completed,N,N,N,N,,,,100,1172,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
107,15_1656,Palm Springs,565 West 51st Place,Opa-locka,Miami-Dade,FL,33012,25.869261,-80.294301,60,36960,C,C+,Completed,N,N,N,N,,,,100,1192,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
108,15_1663,Waterford at Aventura,19580 West Dixie Hwy,Aventura,Miami-Dade,FL,33180,25.956537,-80.1480259,72,78354,A-,A-,Completed,N,A,N,N,,FALSE,,,,FALSE,,High Mid-Range,High Mid-Range,,0,1,0,0,,0,,0,0
109,15_1669,"Victorian Miami, The",1430 SW 1st Street,Miami,Miami-Dade,FL,33135,25.77211,-80.218755,60,36000,B-,C+,Completed,N,N,N,N,,FALSE,,100,1350,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,0,,0,0
110,15_1677,Brickell Station Lofts,100 SW 10th Street,Miami,Miami-Dade,FL,33130,25.76421,-80.19601,63,79719,A,B,Completed,N,N,N,N,,FALSE,,98.4,2484,FALSE,,Discretionary,Low Mid-Range,,0,0,0,0,,0,,0,0
111,15_1684,Allen Beach,13100 NE 7th Avenue,North Miami,Miami-Dade,FL,33161,25.896102,-80.185231,60,48600,C+,C,Completed,N,N,N,N,,,,100,1269,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
112,15_1686,West Brickell View,144 SW 8th Street,Miami,Miami-Dade,FL,33130,25.76613,-80.19668,64,50246,B-,B-,Completed,N,A,N,A,,FALSE,,,,FALSE,,Low Mid-Range,Low Mid-Range,,0,1,0,1,,0,,0,0
113,15_1697,Wagner Creek,1501 NW 13th Court,Miami,Miami-Dade,FL,33125,25.789566,-80.217421,73,79631,B,B-,Completed,N,A,N,N,,FALSE,,,,FALSE,,Low Mid-Range,Low Mid-Range,,0,1,0,0,,0,,0,0
114,15_1711,Rio y Mar,419 NW 8th Street,Miami,Miami-Dade,FL,33136,25.78195,-80.20201,61,31996,C-,C,Completed,N,N,N,N,,FALSE,,96.7,1191,FALSE,,Workforce,Workforce,,0,0,0,0,,0,,0,0
115,15_1718,Amelia,6680 West 2nd Court,Hialeah,Miami-Dade,FL,33012,25.88299,-80.28957,67,45750,C,C+,Completed,N,N,N,N,,FALSE,,86.6,1320,FALSE,,Workforce,Workforce,,0,0,0,0,,0,,0,0
116,15_1750,Prestige Village,13055 NE 6th Avenue,North Miami,Miami-Dade,FL,33161,25.89523,-80.18645,51,40350,C,C,Completed,N,N,N,N,,FALSE,,94.1,1455,FALSE,,Workforce,Workforce,,0,0,0,0,,0,,0,0
117,15_1800,Gibson Plaza,3629 Grand Avenue,Miami,Miami-Dade,FL,33133,25.72809,-80.25188,56,40328,B-,B-,Completed,N,A,N,A,,FALSE,,,,FALSE,,Low Mid-Range,Low Mid-Range,,0,1,0,1,,0,,0,0
118,15_1808,Island Living,1201 NW 3rd Avenue,Miami,Miami-Dade,FL,33136,25.78622,-80.19962,70,63204,B-,C,Completed,N,A,N,N,,FALSE,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,0,,0,0
119,15_1827,Allapattah Trace,3401 NW 17th Avenue,Miami,Miami-Dade,FL,33142,25.80789,-80.223643,77,59324,B-,C,Completed,N,A,N,N,,FALSE,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,0,,0,0
120,15_1830,Liberty Village,5329 NW 17th Avenue,Miami,Miami-Dade,FL,33142,25.82419,-80.22425,60,0,B-,C,Completed,N,A,N,N,,FALSE,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,0,,0,0
121,15_1838,Orchid Estates,26400 SW 146th Court,Homestead,Miami-Dade,FL,33032,25.52105,-80.429394,74,63582,B,B-,Completed,N,A,N,N,,FALSE,,,,FALSE,,Low Mid-Range,Low Mid-Range,,0,1,0,0,,0,,0,0
