,STATEFP,COUNTYFP,NAME,TRACTCE,Tract_Population
1707,12,127,818,081800,2795
1708,12,127,819,081900,3595
1709,12,127,824.05,082405,4314
1710,12,127,821,082100,4547
1711,12,127,822.01,082201,3935
1712,12,127,822.02,082202,2044
1713,12,127,803,080300,3356
1714,12,105,154.04,015404,1450
1715,12,105,112.03,011203,3354
1716,12,105,123.09,012309,2328
1717,12,105,124.10,012410,2545
1718,12,051,9900,990000,0
1719,12,105,104.02,010402,4192
1720,12,127,807,080700,4245
1721,12,127,824.01,082401,3748
1722,12,015,305.06,030506,3562
1723,12,015,301.01,030101,3166
1724,12,015,302.01,030201,5015
1725,12,015,202.03,020203,4448
1726,12,015,105.04,010504,1606
1727,12,015,305.07,030507,2431
1728,12,015,302.02,030202,3134
1729,12,015,301.02,030102,3509
1730,12,015,105.03,010503,3973
1731,12,015,105.06,010506,2406
1732,12,015,305.05,030505,5511
1733,12,015,202.06,020206,2880
1734,12,015,204.02,020402,5523
1735,12,015,202.04,020204,4159
1736,12,015,202.05,020205,4747
1737,12,015,105.05,010505,5343
1738,12,015,104.05,010405,6759
1739,12,015,305.04,030504,939
1740,12,015,204.01,020401,4207
1741,12,095,110,011000,3069
1742,12,103,273.18,027318,4268
1743,12,095,146.01,014601,8275
1744,12,095,124.03,012403,6751
1745,12,095,179.02,017902,7205
1746,12,103,273.20,027320,4574
1747,12,095,170.06,017006,2929
1748,12,095,162,016200,7007
1749,12,095,148.07,014807,7103
1750,12,095,155.01,015501,4820
1751,12,095,170.01,017001,4719
1752,12,095,165.09,016509,4889
1753,12,095,176,017600,5425
1754,12,087,9715.01,971501,2157
1755,12,095,116,011600,5323
1756,12,095,164.07,016407,5739
1757,12,095,164.09,016409,3461
1758,12,095,164.11,016411,4005
1759,12,123,9501,950100,3386
1760,12,095,168.04,016804,4283
1761,12,127,827.05,082705,2277
1762,12,095,117.01,011701,4193
1763,12,095,140,014000,6574
1764,12,095,148.11,014811,4763
1765,12,095,148.09,014809,3663
1766,12,095,125,012500,2371
1767,12,095,128,012800,3584
1768,12,095,123.03,012303,10431
1769,12,095,117.02,011702,2610
1770,12,095,175.03,017503,6176
1771,12,095,168.02,016802,14513
1772,12,095,123.04,012304,9258
1773,12,095,164.12,016412,5080
1774,12,095,157.02,015702,1698
1775,12,095,113,011300,5680
1776,12,095,148.12,014812,5798
1777,12,095,151.05,015105,3848
1778,12,095,178.05,017805,3001
1779,12,095,167.13,016713,8917
1780,12,095,177.02,017702,2286
1781,12,095,123.05,012305,7614
1782,12,095,138.02,013802,2551
1783,12,095,138.03,013803,2816
1784,12,095,129,012900,3189
1785,12,095,133,013300,6655
1786,12,095,104,010400,1291
1787,12,095,105,010500,975
1788,12,095,121,012100,7799
1789,12,095,135.05,013505,5353
1790,12,095,136.03,013603,4930
1791,12,095,136.04,013604,6321
1792,12,095,187,018700,5733
1793,12,103,9900,990000,0
1794,12,095,123.07,012307,6251
1795,12,095,168.03,016803,2247
1796,12,095,123.06,012306,4176
1797,12,055,9607,960700,3766
1798,12,055,9608,960800,2764
1799,12,103,279.01,027901,2122
1800,12,115,22.04,002204,2576
1801,12,097,434,043400,4837
1802,12,097,437,043700,8711
1803,12,053,409.01,040901,5671
1804,12,099,60.07,006007,3453
1805,12,099,19.07,001907,3899
1806,12,099,73.01,007301,5207
1807,12,021,108.05,010805,1866
1808,12,021,111.10,011110,1301
1809,12,099,59.40,005940,2206
1810,12,099,59.53,005953,4200
1811,12,099,60.09,006009,2128
1812,12,001,22.04,002204,11001
1813,12,127,825.03,082503,5130
1814,12,127,824.04,082404,2493
1815,12,055,9611,961100,3761
1816,12,095,108.02,010802,3350
1817,12,095,134.03,013403,4153
1818,12,095,134.02,013402,3679
1819,12,083,9.01,000901,5537
1820,12,083,13.02,001302,7128
1821,12,083,3.02,000302,3810
1822,12,095,136.05,013605,3388
1823,12,095,138.01,013801,2764
1824,12,095,122.01,012201,5890
1825,12,095,122.02,012202,7065
1826,12,086,93.19,009319,4324
1827,12,086,93.24,009324,4493
1828,12,086,133.01,013301,2709
1829,12,086,125.02,012502,4480
1830,12,086,93.22,009322,4318
1831,12,086,151.02,015102,2903
1832,12,086,99.07,009907,3726
1833,12,086,90.50,009050,5403
1834,12,086,151.01,015101,4976
1835,12,086,1.46,000146,4445
1836,12,086,67.20,006720,2212
1837,12,086,90.48,009048,2889
1838,12,086,9811,981100,26
1839,12,086,107.09,010709,4187
1840,12,086,90.53,009053,4491
1841,12,086,69.01,006901,2721
1842,12,086,194.01,019401,2967
1843,12,086,7.13,000713,3002
1844,12,086,124.03,012403,1702
1845,12,086,151.03,015103,3653
1846,12,086,36.07,003607,2458
1847,12,086,103.01,010301,2758
1848,12,086,110.13,011013,3584
1849,12,086,87.04,008704,2513
1850,12,086,88.08,008808,3459
1851,12,086,3.11,000311,5409
1852,12,086,100.17,010017,3835
1853,12,086,121.01,012101,3421
1854,12,086,94.01,009401,2267
1855,12,086,93.18,009318,1628
1856,12,095,120,012000,8749
1857,12,095,112,011200,3236
1858,12,095,103,010300,2510
1859,12,095,161,016100,4391
1860,12,095,135.03,013503,2789
1861,12,095,177.03,017703,4690
1862,12,095,141,014100,7081
1863,12,095,139,013900,3812
1864,12,103,250.11,025011,5132
1865,12,103,250.12,025012,4975
1866,12,103,250.14,025014,4558
1867,12,103,250.15,025015,2500
1868,12,103,250.16,025016,2115
1869,12,103,251.06,025106,2473
1870,12,095,152.02,015202,6629
1871,12,095,175.04,017504,9477
1872,12,095,124.02,012402,5261
1873,12,095,126,012600,5054
1874,12,095,149.06,014906,7306
1875,12,095,148.04,014804,6503
1876,12,095,150.01,015001,1681
1877,12,103,253.05,025305,2818
1878,12,103,267.01,026701,4855
1879,12,103,266.01,026601,3524
1880,12,103,266.02,026602,3375
1881,12,057,114.07,011407,2078
1882,12,057,114.09,011409,2796
1883,12,011,422,042200,2253
1884,12,011,802,080200,1068
1885,12,073,10.02,001002,3093
1886,12,073,11.01,001101,2427
1887,12,073,11.02,001102,3133
1888,12,073,12,001200,1086
1889,12,057,131,013100,2970
1890,12,057,132.05,013205,9955
1891,12,055,9609,960900,2435
1892,12,011,805,080500,7927
1893,12,057,132.07,013207,4171
1894,12,057,132.08,013208,5256
1895,12,057,133.05,013305,4878
1896,12,057,134.15,013415,4192
1897,12,033,17,001700,2660
1898,12,055,9602,960200,5171
1899,12,103,251.07,025107,4054
1900,12,103,251.08,025108,2134
1901,12,103,251.09,025109,4282
1902,12,103,251.10,025110,5306
1903,12,103,251.16,025116,1988
1904,12,103,251.12,025112,3358
1905,12,103,251.13,025113,3148
1906,12,103,251.14,025114,3484
1907,12,035,9900,990000,0
1908,12,057,110.07,011007,3276
1909,12,057,133.14,013314,3367
1910,12,057,32,003200,2638
1911,12,057,133.07,013307,4004
1912,12,057,24,002400,4102
1913,12,057,102.04,010204,6144
1914,12,057,106,010600,3314
1915,12,057,60,006000,5631
1916,12,057,121.06,012106,4914
1917,12,057,20,002000,3678
1918,12,057,102.03,010203,2071
1919,12,057,114.10,011410,6682
1920,12,057,114.11,011411,2395
1921,12,117,209.04,020904,4599
1922,12,117,215.07,021507,7784
1923,12,117,209.05,020905,4737
1924,12,117,212.05,021205,4237
1925,12,117,220.06,022006,3508
1926,12,117,207.07,020707,8516
1927,12,117,206.01,020601,8788
1928,12,117,207.06,020706,9239
1929,12,117,216.17,021617,6862
1930,12,117,220.07,022007,4540
1931,12,117,206.02,020602,6557
1932,12,117,212.06,021206,5758
1933,12,057,133.11,013311,3305
1934,12,057,133.12,013312,4861
1935,12,057,133.13,013313,4874
1936,12,057,134.06,013406,1436
1937,12,057,134.07,013407,6966
1938,12,057,135.01,013501,4553
1939,12,057,135.03,013503,4031
1940,12,057,139.03,013903,3127
1941,12,057,104.02,010402,6513
1942,12,057,114.15,011415,5927
1943,12,057,135.04,013504,2842
1944,12,057,33,003300,2076
1945,12,057,112.03,011203,3761
1946,12,057,51.02,005102,3812
1947,12,057,123.04,012304,4326
1948,12,057,62,006200,4713
1949,12,057,101.08,010108,2080
1950,12,057,132.04,013204,3733
1951,12,057,116.10,011610,5694
1952,12,057,132.03,013203,3298
1953,12,057,114.12,011412,2983
1954,12,057,114.13,011413,5488
1955,12,057,114.14,011414,8635
1956,12,057,114.16,011416,7572
1957,12,057,115.04,011504,2743
1958,12,057,135.05,013505,3359
1959,12,057,136.02,013602,2013
1960,12,057,8,000800,3702
1961,12,057,115.06,011506,8627
1962,12,057,115.09,011509,6869
1963,12,057,115.10,011510,5837
1964,12,057,115.12,011512,3979
1965,12,057,116.12,011612,5930
1966,12,057,137.02,013702,11384
1967,12,103,267.03,026703,7197
1968,12,103,268.04,026804,4888
1969,12,057,115.14,011514,6373
1970,12,057,115.15,011515,3997
1971,12,057,115.16,011516,3027
1972,12,057,116.05,011605,7007
1973,12,057,116.03,011603,4501
1974,12,057,138.03,013803,1499
1975,12,057,138.04,013804,10250
1976,12,057,139.07,013907,3348
1977,12,103,268.09,026809,2532
1978,12,103,268.11,026811,5921
1979,12,119,9113.02,911302,713
1980,12,086,43.03,004303,2749
1981,12,086,39.19,003919,2517
1982,12,086,39.09,003909,1651
1983,12,086,1.18,000118,1162
1984,12,103,268.12,026812,5044
1985,12,103,268.13,026813,4481
1986,12,103,268.14,026814,2143
1987,12,073,6,000600,4377
1988,12,073,7,000700,2076
1989,12,057,11,001100,2655
1990,12,057,12,001200,3281
1991,12,086,9806,980600,0
1992,12,086,71.03,007103,2241
1993,12,086,67.09,006709,1472
1994,12,057,139.12,013912,5941
1995,12,057,140.02,014002,2850
1996,12,057,140.03,014003,1675
1997,12,103,268.16,026816,6095
1998,12,103,268.17,026817,5694
1999,12,103,269.04,026904,4519
2000,12,103,269.08,026908,4156
2001,12,103,268.15,026815,4715
2002,12,073,8,000800,3166
2003,12,015,305.01,030501,5229
2004,12,015,103.01,010301,3472
2005,12,015,303.02,030302,3608
2006,12,057,141.06,014106,3932
2007,12,057,141.08,014108,6417
2008,12,061,503.06,050306,1709
2009,12,061,509.08,050908,3538
2010,12,061,509.07,050907,1093
2011,12,061,509.06,050906,2701
2012,12,061,506.07,050607,7571
2013,12,057,141.09,014109,6963
2014,12,057,43,004300,791
2015,12,086,171.01,017101,3693
2016,12,086,110.15,011015,8140
2017,12,086,69.02,006902,3338
2018,12,086,83.10,008310,4617
2019,12,086,83.13,008313,5240
2020,12,086,84.20,008420,1350
2021,12,086,84.24,008424,3678
2022,12,086,84.28,008428,2790
2023,12,086,84.21,008421,4908
2024,12,086,83.11,008311,4366
2025,12,086,84.29,008429,4224
2026,12,086,84.25,008425,2020
2027,12,086,84.31,008431,2070
2028,12,086,171.02,017102,2975
2029,12,086,76.10,007610,4814
2030,12,086,74.01,007401,1580
2031,12,086,174.01,017401,1600
2032,12,086,174.02,017402,5053
2033,12,086,67.15,006715,3503
2034,12,086,67.18,006718,1326
2035,12,086,37.08,003708,1213
2036,12,086,37.10,003710,4910
2037,12,086,164.02,016402,2261
2038,12,086,110.10,011010,4546
2039,12,086,110.12,011012,2585
2040,12,103,269.11,026911,4049
2041,12,103,269.09,026909,4976
2042,12,103,270,027000,5268
2043,12,057,5,000500,4188
2044,12,057,4.02,000402,3514
2045,12,045,9602,960200,3543
2046,12,095,127.01,012701,4713
2047,12,057,13,001300,6178
2048,12,057,14,001400,4894
2049,12,057,15,001500,2483
2050,12,057,17,001700,4645
2051,12,057,19,001900,3177
2052,12,057,21,002100,3237
2053,12,057,22,002200,1669
2054,12,057,23,002300,3071
2055,12,057,25,002500,6761
2056,12,086,106.22,010622,4817
2057,12,086,102.14,010214,1672
2058,12,086,102.11,010211,4465
2059,12,086,102.12,010212,2988
2060,12,086,107.07,010707,3614
2061,12,086,106.21,010621,4688
2062,12,086,106.23,010623,3373
2063,12,086,199.01,019901,4353
2064,12,086,111.05,011105,4272
2065,12,086,193.02,019302,4417
2066,12,086,194.02,019402,5568
2067,12,086,83.12,008312,3751
2068,12,086,83.14,008314,2652
2069,12,086,84.26,008426,3820
2070,12,086,84.27,008427,1990
2071,12,086,200.01,020001,2084
2072,12,086,189.01,018901,3529
2073,12,086,188.01,018801,2896
2074,12,086,83.15,008315,4784
2075,12,086,189.02,018902,3443
2076,12,086,188.03,018803,3600
2077,12,086,186.01,018601,4785
2078,12,086,186.02,018602,4518
2079,12,086,200.02,020002,5108
2080,12,086,179.02,017902,4572
2081,12,086,179.01,017901,3938
2082,12,086,111.04,011104,5163
2083,12,086,165.01,016501,3349
2084,12,111,3802,380200,3859
2085,12,073,21.01,002101,4406
2086,12,073,22.01,002201,6032
2087,12,103,251.19,025119,5476
2088,12,103,251.20,025120,3682
2089,12,103,251.21,025121,4930
2090,12,033,9,000900,2318
2091,12,033,11.01,001101,5992
2092,12,033,23,002300,5317
2093,12,033,25,002500,3571
2094,12,033,27.04,002704,6504
2095,12,033,33.01,003301,4456
2096,12,033,33.05,003305,2400
2097,12,105,154.05,015405,2623
2098,12,103,252.04,025204,2993
2099,12,103,252.05,025205,4139
2100,12,103,261.02,026102,1300
2101,12,057,28,002800,3366
2102,12,057,29,002900,2221
2103,12,057,30,003000,3106
2104,12,057,31,003100,3018
2105,12,057,34,003400,3045
2106,12,057,35,003500,2645
2107,12,057,36,003600,5041
2108,12,057,37,003700,1001
2109,12,057,38,003800,1077
2110,12,086,122,012200,5694
2111,12,073,15,001500,5076
2112,12,103,254.20,025420,1888
2113,12,103,273.32,027332,2529
2114,12,103,259.02,025902,2139
2115,12,103,264.02,026402,3594
2116,12,103,264.01,026401,3579
2117,12,103,269.15,026915,1938
2118,12,103,265.01,026501,3600
2119,12,103,267.05,026705,3202
2120,12,103,267.04,026704,3477
2121,12,103,252.10,025210,4002
2122,12,103,252.11,025211,2047
2123,12,103,259.01,025901,2960
2124,12,103,253.09,025309,2351
2125,12,103,255.09,025509,4074
2126,12,103,273.31,027331,3393
2127,12,103,255.07,025507,3519
2128,12,103,255.08,025508,1565
2129,12,103,272.11,027211,4568
2130,12,103,275.03,027503,4479
2131,12,103,269.16,026916,4533
2132,12,103,274.04,027404,7336
2133,12,103,236.02,023602,1402
2134,12,103,280.05,028005,1685
2135,12,103,286.02,028602,2816
2136,12,103,245.16,024516,2020
2137,12,103,249.07,024907,4230
2138,12,073,23.04,002304,3052
2139,12,073,24.03,002403,2305
2140,12,073,24.10,002410,6838
2141,12,057,45,004500,3699
2142,12,057,47,004700,2884
2143,12,057,48,004800,3913
2144,12,043,9900,990000,0
2145,12,011,202.04,020204,6304
2146,12,086,163,016300,4706
2147,12,086,114.08,011408,6224
2148,12,086,1.45,000145,2874
2149,12,086,30.06,003006,4829
2150,12,086,61.06,006106,2643
2151,12,086,61.04,006104,3866
2152,12,086,70.07,007007,1977
2153,12,086,61.03,006103,2536
2154,12,086,63.04,006304,3128
2155,12,086,55.04,005504,2362
2156,12,086,63.03,006303,3933
2157,12,086,70.06,007006,3300
2158,12,086,17.04,001704,2389
2159,12,086,16.08,001608,3338
2160,12,086,16.07,001607,3458
2161,12,086,9812,981200,0
2162,12,086,6.12,000612,3255
2163,12,086,7.20,000720,3853
2164,12,086,7.19,000719,1697
2165,12,086,7.14,000714,5032
2166,12,086,6.10,000610,2884
2167,12,057,41,004100,1550
2168,12,057,42,004200,1506
2169,12,057,44,004400,2104
2170,12,057,50,005000,6595
2171,12,086,168,016800,4108
2172,12,086,39.12,003912,4211
2173,12,086,59.04,005904,5582
2174,12,086,9805,980500,44
2175,12,086,4.05,000405,3485
2176,12,086,24.02,002402,6907
2177,12,086,115,011500,6409
2178,12,086,64.02,006402,3986
2179,12,086,12.04,001204,5581
2180,12,086,39.16,003916,4193
2181,12,086,6.01,000601,4200
2182,12,086,142,014200,4599
2183,12,086,54.06,005406,3704
2184,12,086,53.04,005304,4425
2185,12,086,37.05,003705,1672
2186,12,086,37.04,003704,1373
2187,12,086,65.04,006504,2326
2188,12,086,90.21,009021,4707
2189,12,086,83.05,008305,4841
2190,12,086,144,014400,5199
2191,12,086,162,016200,3183
2192,12,057,57,005700,4413
2193,12,057,58,005800,5430
2194,12,086,100.10,010010,3730
2195,12,086,156,015600,4791
2196,12,086,110.03,011003,4986
2197,12,057,55,005500,3141
2198,12,057,63,006300,4869
2199,12,057,66,006600,4611
2200,12,057,68.01,006801,4908
2201,12,055,9603,960300,5032
2202,12,086,83.08,008308,4543
2203,12,086,195.02,019502,4382
2204,12,086,102.08,010208,4539
2205,12,086,203,020300,3314
2206,12,086,110.11,011011,4021
2207,12,086,111.03,011103,3166
2208,12,086,195.01,019501,3972
2209,12,086,78.08,007808,3622
2210,12,086,114.09,011409,4899
2211,12,086,113.01,011301,3515
2212,12,086,87.03,008703,2629
2213,12,086,86.03,008603,4619
2214,12,086,165.02,016502,5575
2215,12,086,66.06,006606,1816
2216,12,086,7.16,000716,2862
2217,12,086,93.27,009327,3239
2218,12,086,93.16,009316,2906
2219,12,086,138.02,013802,5385
2220,12,086,114.10,011410,3122
2221,12,086,103.02,010302,2552
2222,12,086,127.02,012702,4171
2223,12,086,78.09,007809,3618
2224,12,086,106.24,010624,3073
2225,12,086,86.04,008604,1357
2226,12,086,59.01,005901,5993
2227,12,086,84.09,008409,5394
2228,12,086,102.05,010205,4573
2229,12,086,2.04,000204,4418
2230,12,086,2.06,000206,6699
2231,12,061,509.09,050909,3587
2232,12,061,502.01,050201,1803
2233,12,061,505.09,050509,1956
2234,12,061,505.08,050508,2495
2235,12,061,509.05,050905,4598
2236,12,061,507.06,050706,5699
2237,12,061,507.07,050707,5267
2238,12,061,506.08,050608,5000
2239,12,073,16.01,001601,4856
2240,12,073,16.02,001602,3450
2241,12,079,1101,110100,2826
2242,12,079,1103.01,110301,2251
2243,12,079,1102,110200,3756
2244,12,079,1104,110400,3835
2245,12,079,1103.02,110302,5889
2246,12,103,216,021600,2092
2247,12,103,218,021800,2268
2248,12,086,3.02,000302,2471
2249,12,103,219,021900,2794
2250,12,103,220,022000,3703
2251,12,103,222,022200,4783
2252,12,103,223.01,022301,2947
2253,12,103,223.02,022302,4145
2254,12,103,224.01,022401,3238
2255,12,031,9900,990000,0
2256,12,095,151.06,015106,8188
2257,12,095,144,014400,3453
2258,12,011,419,041900,2757
2259,12,103,245.07,024507,4116
2260,12,086,157,015700,2637
2261,12,093,9900,990000,0
2262,12,103,271.06,027106,4468
2263,12,103,271.05,027105,3497
2264,12,057,101.05,010105,5340
2265,12,009,671,067100,1642
2266,12,101,317.08,031708,5385
2267,12,086,1.09,000109,3207
2268,12,086,81.02,008102,4902
2269,12,086,81.01,008101,3744
2270,12,086,78.06,007806,3881
2271,12,086,97.05,009705,4694
2272,12,086,2.19,000219,5086
2273,12,086,90.43,009043,4358
2274,12,086,90.44,009044,3020
2275,12,086,4.10,000410,5367
2276,12,086,16.06,001606,4773
2277,12,086,89.07,008907,4429
2278,12,086,3.06,000306,4959
2279,12,086,4.02,000402,3982
2280,12,086,183,018300,5300
2281,12,086,106.08,010608,5342
2282,12,086,99.05,009905,6010
2283,12,086,8.07,000807,4074
2284,12,086,134,013400,5707
2285,12,086,135,013500,5803
2286,12,103,225.01,022501,5705
2287,12,103,225.02,022502,3531
2288,12,103,225.03,022503,6044
2289,12,103,226.01,022601,3495
2290,12,103,226.02,022602,4909
2291,12,103,227,022700,4133
2292,12,103,228.01,022801,4964
2293,12,103,228.02,022802,3854
2294,12,103,229.01,022901,3024
2295,12,103,231,023100,2373
2296,12,057,18,001800,5586
2297,12,057,114.08,011408,2781
2298,12,057,116.11,011611,4699
2299,12,057,101.07,010107,4112
2300,12,057,103.03,010303,3590
2301,12,057,101.06,010106,4376
2302,12,057,103.04,010304,3744
2303,12,057,103.05,010305,4254
2304,12,057,104.01,010401,5858
2305,12,103,257,025700,4069
2306,12,103,258,025800,4177
2307,12,057,116.13,011613,6072
2308,12,057,118.04,011804,6017
2309,12,123,9900,990000,0
2310,12,033,36.03,003603,9545
2311,12,033,36.13,003613,4071
2312,12,033,36.14,003614,6382
2313,12,033,38,003800,4140
2314,12,033,40,004000,4715
2315,12,103,272.04,027204,4751
2316,12,103,272.06,027206,6197
2317,12,103,272.07,027207,4702
2318,12,103,272.08,027208,6946
2319,12,103,232,023200,3062
2320,12,103,233,023300,2314
2321,12,103,234,023400,1764
2322,12,103,237,023700,2755
2323,12,103,238,023800,2598
2324,12,103,239,023900,2177
2325,12,103,240.01,024001,2959
2326,12,103,240.02,024002,5994
2327,12,103,240.04,024004,4859
2328,12,075,9706,970600,3905
2329,12,075,9707,970700,3894
2330,12,075,9702,970200,4266
2331,12,075,9704,970400,3145
2332,12,055,9615,961500,4870
2333,12,055,9610,961000,4998
2334,12,091,205,020500,7750
2335,12,083,17,001700,5270
2336,12,083,18,001800,1544
2337,12,131,9506.05,950605,4824
2338,12,091,214,021400,2219
2339,12,091,216,021600,2438
2340,12,091,228,022800,2615
2341,12,091,204,020400,8350
2342,12,131,9506.08,950608,2907
2343,12,131,9506.06,950606,2531
2344,12,131,9506.10,950610,3940
2345,12,131,9502.01,950201,2034
2346,12,131,9501.04,950104,3440
2347,12,131,9501.03,950103,3662
2348,12,131,9503.04,950304,4309
2349,12,131,9502.02,950202,4402
2350,12,131,9503.05,950305,3543
2351,12,131,9503.06,950306,2238
2352,12,131,9506.09,950609,3520
2353,12,131,9506.04,950604,5277
2354,12,131,9506.07,950607,5184
2355,12,131,9506.11,950611,526
2356,12,131,9503.03,950303,2676
2357,12,091,211.02,021102,8500
2358,12,091,202,020200,2010
2359,12,091,208,020800,5571
2360,12,115,15.03,001503,3844
2361,12,113,102,010200,3933
2362,12,113,107.04,010704,7023
2363,12,113,107.05,010705,3300
2364,12,113,108.02,010802,5035
2365,12,113,101,010100,3346
2366,12,113,104,010400,2692
2367,12,115,12.02,001202,4027
2368,12,075,9705.02,970502,4133
2369,12,075,9703.03,970303,3625
2370,12,075,9701.03,970103,3132
2371,12,075,9703.04,970304,2090
2372,12,075,9701.04,970104,4767
2373,12,075,9705.01,970501,3708
2374,12,103,230,023000,3038
2375,12,103,243.01,024301,5293
2376,12,103,249.06,024906,3775
2377,12,103,275.01,027501,6337
2378,12,103,256.02,025602,3083
2379,12,103,250.04,025004,6235
2380,12,103,250.13,025013,4675
2381,12,083,20.01,002001,3049
2382,12,083,20.02,002002,4342
2383,12,115,15.04,001504,2831
2384,12,115,5.01,000501,1693
2385,12,115,12.03,001203,4239
2386,12,115,12.04,001204,4620
2387,12,115,13.01,001301,3750
2388,12,103,251.15,025115,3269
2389,12,103,229.02,022902,2994
2390,12,103,245.08,024508,5167
2391,12,103,253.03,025303,5042
2392,12,103,202.01,020201,5476
2393,12,103,249.05,024905,7547
2394,12,103,273.08,027308,3951
2395,12,103,273.19,027319,4811
2396,12,115,4.05,000405,3687
2397,12,115,27.16,002716,6239
2398,12,115,7,000700,3184
2399,12,115,14.03,001403,7079
2400,12,115,4.04,000404,1230
2401,12,115,25.05,002505,2290
2402,12,115,14.02,001402,4832
2403,12,115,13.02,001302,4223
2404,12,115,13.04,001304,2304
2405,12,109,210.04,021004,2938
2406,12,109,207.08,020708,7059
2407,12,109,207.07,020707,4693
2408,12,109,208.01,020801,8482
2409,12,109,211.01,021101,5788
2410,12,109,214.04,021404,2949
2411,12,103,201.05,020105,5013
2412,12,103,203.01,020301,3516
2413,12,115,17.02,001702,5995
2414,12,115,17.03,001703,3929
2415,12,115,17.04,001704,3109
2416,12,115,18.01,001801,3588
2417,12,115,16.01,001601,4144
2418,12,115,16.02,001602,3962
2419,12,115,22.03,002203,4190
2420,12,115,24.01,002401,2917
2421,12,083,4.02,000402,4433
2422,12,083,5.02,000502,1285
2423,12,083,5.01,000501,1927
2424,12,083,6.05,000605,2784
2425,12,083,6.04,000604,3116
2426,12,083,12.05,001205,4058
2427,12,083,12.06,001206,3450
2428,12,083,22.01,002201,3070
2429,12,083,22.02,002202,3237
2430,12,083,22.03,002203,7644
2431,12,115,18.04,001804,2746
2432,12,115,18.03,001803,2779
2433,12,123,9504.01,950401,6070
2434,12,123,9504.02,950402,1298
2435,12,123,9503.02,950302,3314
2436,12,123,9502.02,950202,3208
2437,12,123,9502.01,950201,1368
2438,12,123,9503.01,950301,3065
2439,12,083,10.05,001005,7296
2440,12,083,26.05,002605,5380
2441,12,083,10.07,001007,6346
2442,12,083,26.04,002604,3594
2443,12,083,12.08,001208,3960
2444,12,061,507.09,050709,1932
2445,12,061,508.11,050811,6367
2446,12,061,505.07,050507,1461
2447,12,061,503.04,050304,1370
2448,12,061,502.02,050202,3180
2449,12,061,503.05,050305,2796
2450,12,061,501.01,050101,4424
2451,12,061,507.08,050708,3264
2452,12,115,1.02,000102,4563
2453,12,115,18.05,001805,2174
2454,12,115,19.03,001903,1832
2455,12,115,19.04,001904,2551
2456,12,115,20.03,002003,5376
2457,12,115,20.04,002004,4654
2458,12,057,133.20,013320,4374
2459,12,057,139.19,013919,6564
2460,12,057,141.19,014119,9279
2461,12,103,260.01,026001,2957
2462,12,103,273.09,027309,2298
2463,12,103,240.05,024005,3920
2464,12,103,241,024100,5123
2465,12,103,243.02,024302,4458
2466,12,103,244.03,024403,5227
2467,12,103,244.06,024406,5587
2468,12,103,254.01,025401,4910
2469,12,071,402.08,040208,2353
2470,12,103,262,026200,2247
2471,12,103,263,026300,7343
2472,12,103,273.14,027314,3369
2473,12,073,2,000200,4433
2474,12,073,3.02,000302,2073
2475,12,073,3.03,000303,4594
2476,12,073,4,000400,2663
2477,12,103,245.05,024505,7095
2478,12,103,254.07,025407,5853
2479,12,103,254.11,025411,1762
2480,12,103,255.01,025501,4393
2481,12,103,273.16,027316,3967
2482,12,103,273.17,027317,4772
2483,12,021,112.05,011205,4323
2484,12,073,23.03,002303,4800
2485,12,073,23.02,002302,3385
2486,12,073,10.01,001001,3174
2487,12,073,25.05,002505,6391
2488,12,073,3.01,000301,1416
2489,12,073,18.01,001801,5028
2490,12,103,246.01,024601,4210
2491,12,103,248.01,024801,3895
2492,12,103,249.01,024901,5838
2493,12,103,252.07,025207,7532
2494,12,071,502.08,050208,6006
2495,12,103,249.04,024904,3281
2496,12,103,250.07,025007,4115
2497,12,103,250.09,025009,3820
2498,12,103,281.02,028102,3516
2499,12,103,282,028200,2112
2500,12,103,283,028300,3771
2501,12,103,285,028500,2162
2502,12,103,251.11,025111,2842
2503,12,111,3809.02,380902,5691
2504,12,111,3809.01,380901,2914
2505,12,111,3814.02,381402,7380
2506,12,111,3819,381900,6563
2507,12,111,3804,380400,6548
2508,12,111,3807,380700,8582
2509,12,015,304.02,030402,2381
2510,12,015,304.01,030401,1966
2511,12,117,209.01,020901,5181
2512,12,005,11,001100,5146
2513,12,005,12,001200,3178
2514,12,103,260.03,026003,1440
2515,12,103,253.11,025311,3621
2516,12,103,280.06,028006,1655
2517,12,103,284.03,028403,2990
2518,12,103,269.14,026914,4223
2519,12,103,271.07,027107,1664
2520,12,103,249.08,024908,3366
2521,12,103,265.02,026502,4003
2522,12,103,246.04,024604,2521
2523,12,103,242.01,024201,3185
2524,12,103,235.02,023502,910
2525,12,103,221.01,022101,2054
2526,12,103,215.01,021501,2371
2527,12,103,236.01,023601,1559
2528,12,103,242.02,024202,2793
2529,12,103,201.09,020109,2847
2530,12,103,286.01,028601,2721
2531,12,103,201.10,020110,1686
2532,12,105,151.01,015101,4101
2533,12,105,153.02,015302,2559
2534,12,105,159,015900,2401
2535,12,005,13.01,001301,5514
2536,12,117,209.02,020902,2880
2537,12,117,213.12,021312,6298
2538,12,086,46.05,004605,3689
2539,12,117,214.01,021401,8140
2540,12,005,14.02,001402,7331
2541,12,021,102.10,010210,3187
2542,12,021,9900,990000,0
2543,12,021,111.03,011103,2384
2544,12,081,15.01,001501,6044
2545,12,081,15.02,001502,6524
